timestep,load_kw,datetime
524,6.424533333333337,2026-01-31 11:45:00
525,6.645666666666674,2026-01-31 12:00:00
526,9.594000000000014,2026-01-31 12:15:00
527,8.623999999999993,2026-01-31 12:30:00
528,12.363833333333336,2026-01-31 12:45:00
529,34.53586666666667,2026-01-31 13:00:00
530,28.808,2026-01-31 13:15:00
531,28.621333333333332,2026-01-31 13:30:00
532,27.104666666666667,2026-01-31 13:45:00
533,27.434666666666665,2026-01-31 14:00:00
534,27.716,2026-01-31 14:15:00
